                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.73607,                0.49597,                0.97654,                 0.8848,                0.55309,                0.98362,                0.90058,                0.87536,                0.93676,                0.78835,                0.62446,                0.41489,                0.93616,                0.68694,                0.43227,                0.94609,               0.004852,               0.004852,               0.004852
                     55,                0.73441,                0.49146,                0.97632,                 0.8822,                0.54587,                0.98486,                0.90059,                0.87705,                 0.9372,                0.78921,                0.62353,                0.41344,                0.93539,                0.68592,                0.43083,                0.94562,               0.004753,               0.004753,               0.004753
                     56,                0.73232,                 0.4916,                0.97441,                0.88215,                 0.5489,                0.98337,                0.90296,                0.87721,                 0.9379,                0.78993,                0.62252,                0.41189,                0.93451,                0.68471,                0.42831,                0.94465,               0.004654,               0.004654,               0.004654
                     57,                0.72889,                0.48639,                0.97352,                0.87356,                 0.5406,                0.98196,                0.90447,                0.87791,                0.93844,                0.79057,                0.62124,                0.41085,                0.93362,                0.68388,                0.42699,                0.94405,               0.004555,               0.004555,               0.004555
                     58,                 0.7323,                0.48805,                0.97265,                0.87888,                 0.5476,                0.98108,                0.90397,                0.87862,                0.93883,                 0.7912,                0.62013,                0.40936,                0.93288,                 0.6826,                0.42604,                0.94301,               0.004456,               0.004456,               0.004456
                     59,                0.72762,                0.48466,                0.97357,                0.87401,                0.54412,                0.98277,                0.90558,                0.87862,                0.93917,                0.79171,                0.61895,                0.40803,                0.93207,                0.68121,                0.42519,                0.94228,               0.004357,               0.004357,               0.004357
                     60,                0.72764,                0.48231,                0.97259,                0.87535,                0.54032,                0.98166,                  0.908,                0.87855,                0.93967,                0.79239,                0.61801,                0.40682,                0.93138,                0.67953,                0.42414,                0.94165,               0.004258,               0.004258,               0.004258
                     61,                0.72548,                0.48066,                0.97236,                 0.8698,                0.53619,                0.98105,                0.90759,                0.88027,                 0.9402,                 0.7928,                0.61712,                0.40567,                0.93079,                0.67906,                0.42185,                0.94118,               0.004159,               0.004159,               0.004159
                     62,                0.72382,                0.47582,                0.96798,                0.87095,                 0.5334,                0.97617,                0.90856,                 0.8791,                0.94034,                0.79331,                0.61624,                0.40444,                0.93024,                0.67783,                0.42221,                0.94067,                0.00406,                0.00406,                0.00406
                     63,                0.71892,                0.47622,                0.96842,                0.86496,                0.52948,                0.97715,                0.91035,                0.87955,                0.94115,                0.79414,                0.61536,                0.40333,                0.92966,                 0.6771,                0.41963,                0.93995,               0.003961,               0.003961,               0.003961
                     64,                0.71484,                0.46983,                0.96666,                0.85842,                0.52144,                0.97368,                0.91204,                0.87953,                0.94185,                0.79504,                0.61462,                 0.4022,                0.92919,                 0.6768,                0.41571,                0.93979,               0.003862,               0.003862,               0.003862
